13.99,12.877,11.885,11.247,11.027,11.051,10.95,10.311,8.8783,6.6773,4.0123,1.3268,-0.99638,-2.7561,-3.9299,-4.6003,-4.837,-4.6435,-4.0012,-2.9608,-1.7288,-0.64894,-0.074262,-0.1738,-0.80857,-1.5692,-1.9373,-1.5185,-0.20572,1.7981,4.0875,6.1833,7.6689,8.2736,7.9299,6.7205,4.833,2.5475,0.22059,-1.7495,-3.0078,-3.3383,-2.7411,-1.4734,0.03842,1.3455,2.1268,2.2752,1.877,1.1577,0.36895,-0.29024,-0.71843,-0.91938,-0.94567,-0.88182,-0.81609,-0.88369,-1.2217,-1.8941,-2.8969,-4.1703,-5.59,-7.0098,-8.3151,-9.4269,-10.274,-10.837,-11.192,-11.493,-11.938,-12.693,-13.765,-14.978,-15.996,-16.434,-16.009,-14.682,-12.676,-10.355,-8.1085,-6.2323,-4.8407,-3.8435,-2.989,-1.9823,-0.65645,0.90983,2.3916,3.3475,3.4377,2.6001,1.0826,-0.66772,-2.1946,-3.2575,-3.8792,-4.251,-4.5383,-4.7036
10.55,10.276,9.2391,7.4189,5.0727,2.6737,0.72778,-0.47483,-0.99311,-1.1933,-1.5409,-2.3261,-3.5069,-4.7437,-5.5878,-5.7368,-5.1751,-4.1571,-3.0337,-2.0638,-1.3423,-0.82863,-0.42983,-0.10241,0.1288,0.20018,0.086904,-0.13344,-0.31034,-0.25603,0.17846,1.0428,2.2485,3.5644,4.6785,5.2775,5.172,4.424,3.3456,2.3944,1.9971,2.3462,3.2959,4.3946,5.0866,4.9392,3.8204,1.9785,-0.077581,-1.7721,-2.6799,-2.6473,-1.8124,-0.51673,0.83329,1.9009,2.4487,2.3431,1.5192,-0.046547,-2.3276,-5.2247,-8.5098,-11.837,-14.788,-16.928,-17.903,-17.575,-16.127,-14.02,-11.874,-10.277,-9.5929,-9.8551,-10.754,-11.781,-12.431,-12.395,-11.643,-10.373,-8.9086,-7.5275,-6.3311,-5.234,-4.0609,-2.6535,-0.9838,0.78364,2.3478,3.3813,3.6761,3.2478,2.3012,1.1762,0.2126,-0.41741,-0.77587,-1.0986,-1.6309,-2.4378
14.146,12.904,11.402,9.7831,8.1247,6.4006,4.5114,2.3506,-0.076576,-2.6156,-4.9913,-6.8982,-8.1411,-8.6933,-8.688,-8.3311,-7.7967,-7.1628,-6.4153,-5.5133,-4.4515,-3.3063,-2.2019,-1.2431,-0.45299,0.23592,0.95679,1.8321,2.901,4.0942,5.2696,6.2621,6.9315,7.1979,7.0505,6.4983,5.5572,4.2629,2.6951,0.97988,-0.71577,-2.2268,-3.4554,-4.4231,-5.2576,-6.1241,-7.1362,-8.2796,-9.4355,-10.419,-11.053,-11.245,-11.01,-10.451,-9.7196,-8.9774,-8.3719,-8.0381,-8.0701,-8.5069,-9.3183,-10.424,-11.667,-12.866,-13.828,-14.409,-14.514,-14.158,-13.5,-12.804,-12.37,-12.424,-13.008,-13.963,-14.979,-15.696,-15.84,-15.3,-14.157,-12.608,-10.907,-9.3023,-7.9316,-6.8095,-5.8347,-4.8528,-3.752,-2.557,-1.4615,-0.74418,-0.63765,-1.2094,-2.3351,-3.7502,-5.1724,-6.4206,-7.454,-8.3027,-8.9774,-9.384
13.902,13.523,12.585,11.071,9.1093,6.9346,4.8006,2.8918,1.2929,-0.011221,-1.0732,-1.942,-2.6415,-3.1988,-3.6544,-4.0829,-4.5283,-4.9636,-5.2634,-5.2414,-4.7536,-3.7763,-2.4383,-0.99526,0.27671,1.1828,1.6825,1.8739,1.9433,2.0873,2.4616,3.1357,4.0909,5.2104,6.2826,7.0396,7.2412,6.7839,5.749,4.3839,3.0137,1.9179,1.2269,0.90338,0.79159,0.72554,0.60867,0.4681,0.40882,0.54092,0.92878,1.5504,2.3142,3.0764,3.6827,3.991,3.8673,3.2017,1.9213,-0.0095269,-2.5687,-5.6597,-9.0589,-12.431,-15.376,-17.492,-18.489,-18.327,-17.273,-15.844,-14.626,-14.076,-14.342,-15.238,-16.332,-17.131,-17.245,-16.504,-14.961,-12.797,-10.248,-7.5583,-4.9331,-2.5467,-0.54643,0.97451,1.9975,2.5632,2.7563,2.658,2.3447,1.8874,1.3437,0.79498,0.33768,0.042978,-0.077275,-0.080662,-0.062032,-0.089131
14.289,13.584,13.139,13.094,13.4,13.792,13.886,13.352,12.076,10.221,8.1341,6.1651,4.4791,3.0269,1.6363,0.1771,-1.3067,-2.562,-3.2986,-3.3496,-2.8011,-1.9836,-1.3225,-1.1256,-1.4315,-1.9871,-2.3897,-2.2859,-1.5388,-0.25186,1.2882,2.7087,3.6669,3.9358,3.4436,2.2463,0.49883,-1.5669,-3.6484,-5.4135,-6.5545,-6.8341,-6.1554,-4.6066,-2.4494,-0.046171,2.234,4.087,5.3036,5.8047,5.6359,4.9538,3.978,2.9373,2.0266,1.3568,0.93131,0.63244,0.27556,-0.28527,-1.1379,-2.3053,-3.7258,-5.294,-6.8991,-8.4462,-9.8509,-11.078,-12.179,-13.265,-14.464,-15.846,-17.321,-18.654,-19.515,-19.613,-18.789,-17.11,-14.849,-12.346,-9.9089,-7.7729,-6.0394,-4.6963,-3.6309,-2.6833,-1.7198,-0.6949,0.31072,1.1335,1.6047,1.6556,1.3445,0.83462,0.30896,-0.12177,-0.45756,-0.74236,-0.98849,-1.1133
14.455,14.254,13.69,12.756,11.574,10.356,9.3161,8.5727,8.08,7.6586,7.0924,6.2539,5.1561,3.9503,2.846,2.0075,1.5061,1.3289,1.4218,1.7568,2.3295,3.101,3.9935,4.8687,5.5754,6.0184,6.1869,6.1696,6.0962,6.1048,6.2928,6.6926,7.2588,7.866,8.3285,8.4452,8.0822,7.2718,6.215,5.2188,4.5705,4.3889,4.5661,4.8039,4.7714,4.2528,3.2436,1.9405,0.65251,-0.3286,-0.81483,-0.76945,-0.29186,0.43425,1.1841,1.7525,1.9535,1.6444,0.74328,-0.77593,-2.8829,-5.4913,-8.4217,-11.402,-14.094,-16.13,-17.217,-17.284,-16.567,-15.514,-14.667,-14.432,-14.931,-15.966,-17.105,-17.861,-17.893,-17.126,-15.728,-13.989,-12.216,-10.619,-9.271,-8.1407,-7.1553,-6.2585,-5.42,-4.6788,-4.1018,-3.7452,-3.6263,-3.7041,-3.9246,-4.2249,-4.5318,-4.8344,-5.1801,-5.6642,-6.3687,-7.2785
10.398,9.2372,7.6726,5.7824,3.662,1.4532,-0.68131,-2.561,-4.0017,-4.8972,-5.2512,-5.1946,-4.9468,-4.7627,-4.8441,-5.2795,-6.0547,-7.0247,-7.9875,-8.7698,-9.2229,-9.2901,-9.0176,-8.5468,-8.0795,-7.7539,-7.5698,-7.3786,-6.9645,-6.1751,-4.9928,-3.6017,-2.3132,-1.4813,-1.361,-2.0618,-3.5061,-5.4459,-7.5627,-9.5733,-11.248,-12.398,-12.901,-12.688,-11.825,-10.458,-8.8406,-7.2335,-5.8848,-4.9432,-4.43,-4.2317,-4.1786,-4.0902,-3.8601,-3.4707,-3.0247,-2.699,-2.7238,-3.3326,-4.6919,-6.7946,-9.3893,-12.048,-14.32,-15.885,-16.646,-16.791,-16.681,-16.685,-17.032,-17.74,-18.639,-19.474,-20.051,-20.253,-20.055,-19.495,-18.625,-17.485,-16.186,-14.883,-13.733,-12.841,-12.189,-11.644,-10.989,-10.041,-8.7521,-7.2654,-5.8282,-4.7061,-4.1008,-4.0548,-4.4937,-5.2618,-6.207,-7.1981,-8.1468,-8.9822
7.6692,8.0971,8.1046,7.6241,6.7488,5.6882,4.6608,3.7915,3.0714,2.3875,1.6056,0.64745,-0.48695,-1.7404,-3.051,-4.3873,-5.7145,-6.9619,-8.0134,-8.7396,-9.065,-9.0213,-8.7426,-8.4217,-8.2379,-8.2936,-8.607,-9.1207,-9.7414,-10.338,-10.757,-10.84,-10.463,-9.5862,-8.3027,-6.8429,-5.493,-4.4716,-3.8464,-3.5256,-3.3101,-2.9938,-2.4635,-1.7313,-0.90726,-0.14045,0.44859,0.81467,0.98792,1.0497,1.1069,1.2516,1.5318,1.928,2.3558,2.6767,2.7129,2.273,1.1868,-0.65718,-3.2815,-6.5898,-10.339,-14.163,-17.631,-20.323,-21.929,-22.37,-21.837,-20.728,-19.547,-18.726,-18.478,-18.765,-19.329,-19.787,-19.755,-18.97,-17.327,-14.873,-11.807,-8.4292,-5.0818,-2.0778,0.33862,2.053,3.0865,3.5625,3.6574,3.5414,3.3607,3.2251,3.1964,3.3079,3.5746,3.9512,4.3188,4.5101,4.364,3.8006
15.74,14.825,13.201,10.905,8.1425,5.2249,2.4844,0.17192,-1.6006,-2.8712,-3.7773,-4.4976,-5.1905,-5.9556,-6.8187,-7.7591,-8.715,-9.5781,-10.24,-10.608,-10.625,-10.292,-9.6572,-8.8233,-7.9241,-7.0731,-6.3596,-5.8198,-5.457,-5.2335,-5.0873,-4.979,-4.9103,-4.9412,-5.2043,-5.849,-6.9682,-8.5207,-10.305,-12.021,-13.369,-14.134,-14.279,-13.918,-13.273,-12.566,-11.946,-11.457,-11.069,-10.715,-10.345,-9.9254,-9.4388,-8.8801,-8.2371,-7.5236,-6.8118,-6.2564,-6.0828,-6.5298,-7.7797,-9.8755,-12.662,-15.804,-18.876,-21.472,-23.324,-24.391,-24.888,-25.146,-25.502,-26.15,-27.053,-27.974,-28.59,-28.6,-27.84,-26.343,-24.262,-21.814,-19.199,-16.6,-14.153,-11.982,-10.182,-8.801,-7.8124,-7.1298,-6.6295,-6.2032,-5.7888,-5.3899,-5.0839,-4.9618,-5.0787,-5.4364,-5.9917,-6.6639,-7.3654,-8.0032
15.315,15.319,14.868,13.919,12.542,10.88,9.0684,7.1954,5.2986,3.3979,1.5348,-0.20901,-1.7523,-3.0433,-4.1019,-4.9977,-5.7742,-6.3939,-6.7494,-6.7216,-6.2827,-5.5339,-4.6918,-4.0006,-3.6411,-3.659,-3.9787,-4.4534,-4.9361,-5.3154,-5.5041,-5.4386,-5.0731,-4.4177,-3.5716,-2.7453,-2.1972,-2.1098,-2.501,-3.2002,-3.9231,-4.3859,-4.4177,-4.0165,-3.3372,-2.5904,-1.9688,-1.5755,-1.4285,-1.4821,-1.6669,-1.9052,-2.1415,-2.3461,-2.5328,-2.7592,-3.1307,-3.792,-4.8944,-6.5528,-8.817,-11.655,-14.913,-18.315,-21.519,-24.144,-25.876,-26.579,-26.371,-25.594,-24.722,-24.174,-24.156,-24.603,-25.217,-25.584,-25.334,-24.24,-22.267,-19.53,-16.245,-12.694,-9.1567,-5.9014,-3.1386,-1.0035,0.47423,1.3422,1.7176,1.7354,1.5487,1.3064,1.1237,1.076,1.1793,1.3601,1.4733,1.3501,0.87742,0.06508
